Phecode,Phenotype,Category,Mean Age,#Cases /#Samples,%Female,#SOMAscan Proteins,#Olink Proteins,#Metabolon Metabolites,#Nightingale Metabolites,#RNAseq Gene expression,Download
736.2,Acquired deformities of finger,musculoskeletal,68.02 ± 7.98,325/394224,53%,0,0,0,0,0,https://drive.google.com/file/d/1LCMOFL4TxwY1XdwD3Ol6I5-8tV9iH0Iv/view?usp=drivesdk
737.1,Kyphosis (acquired),musculoskeletal,68.03 ± 7.98,169/394099,53%,0,0,0,0,0,https://drive.google.com/file/d/1Q72xE-CxUBShpnnJnRsvHTRyfklK27xJ/view?usp=drivesdk
737.3,Kyphoscoliosis and scoliosis,musculoskeletal,68.03 ± 7.98,1057/395075,53%,0,0,0,0,0,https://drive.google.com/file/d/1GqiogBQxenRXkvJmE-amjF6rXj_WUnvs/view?usp=drivesdk
738,Other acquired musculoskeletal deformity,musculoskeletal,68.01 ± 8.0,468/394361,53%,0,0,0,0,0,https://drive.google.com/file/d/1euCucVQMPiCPsKS4Hq9PZK-0wTWOvJ7Q/view?usp=drivesdk
738.4,Acquired spondylolisthesis,musculoskeletal,68.03 ± 7.98,470/394399,53%,0,0,0,0,0,https://drive.google.com/file/d/1gFAoOgATMznhwAD4neVFPzm9gI5aPmT7/view?usp=drivesdk
740.1,Osteoarthritis; localized,musculoskeletal,67.64 ± 7.97,17102/388983,54%,11,1,0,0,18,https://drive.google.com/file/d/1ijKL0BE3dbz3CWTln1IP8qGVWEWOmsU7/view?usp=drivesdk
740.11,Osteoarthrosis; localized; primary,musculoskeletal,67.54 ± 8.04,10982/382162,54%,3,0,0,0,5,https://drive.google.com/file/d/1_7keOIy2MjioSpsFpaZSSudIWn-SFcRh/view?usp=drivesdk
740.12,Osteoarthrosis; localized; secondary,musculoskeletal,67.69 ± 7.98,388/371413,53%,0,0,0,0,0,https://drive.google.com/file/d/15Qpt8LjwHFWKPo72Rqo3KZbaNH9bxmHr/view?usp=drivesdk
740.2,Osteoarthrosis; generalized,musculoskeletal,67.69 ± 7.97,811/371850,53%,0,0,0,0,0,https://drive.google.com/file/d/1vmbmlZpaP1qT6cI2obHaNZnSdGVMRiSS/view?usp=drivesdk
740.9,Osteoarthrosis NOS,musculoskeletal,67.72 ± 7.97,12077/383995,54%,0,0,0,0,2,https://drive.google.com/file/d/1E8v1gJaCErfB42TcLGpd1LAqHG_iQ0RW/view?usp=drivesdk
741,Symptoms and disorders of the joints,musculoskeletal,68.09 ± 7.98,725/407032,54%,0,0,0,0,0,https://drive.google.com/file/d/1veWaxWN0FKBXCQoWp8VX6hjWkQlmWD7d/view?usp=drivesdk
741.3,Difficulty in walking,musculoskeletal,68.12 ± 7.95,509/406908,54%,0,0,0,0,0,https://drive.google.com/file/d/1ZggnwPk2IM15hK6LnBnbelgC15Me9x3K/view?usp=drivesdk
741.4,Joint effusions,musculoskeletal,68.11 ± 7.96,346/406646,54%,0,0,0,0,0,https://drive.google.com/file/d/1OcxLbW92RmDxB10XiAfTKL6LXFN-yO9v/view?usp=drivesdk
742.9,Other derangement of joint,musculoskeletal,68.09 ± 7.99,974/407301,54%,0,0,0,0,0,https://drive.google.com/file/d/1fApCRilUZ05n4ubgK6JMi3gmI6XQjkSS/view?usp=drivesdk
743.11,Osteoporosis NOS,musculoskeletal,68.04 ± 7.94,8875/408619,54%,2,1,3,0,9,https://drive.google.com/file/d/1DuCrLfUHZcJCSwvbE-GClbykz_fiyf4h/view?usp=drivesdk
743.13,Other specified osteoporosis,musculoskeletal,67.99 ± 7.96,230/398932,53%,0,0,0,0,0,https://drive.google.com/file/d/1fduTGcFgTIg0NNuMYwepW-0ljbFZ6J8b/view?usp=drivesdk
743.9,Osteopenia or other disorder of bone and cartilage,musculoskeletal,67.99 ± 7.97,318/399033,53%,0,0,0,0,0,https://drive.google.com/file/d/17lWNM9AC8mWGB6dsBBm98hv83UID95e5/view?usp=drivesdk
745,Pain in joint,musculoskeletal,68.04 ± 8.04,2271/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1JuKvwl-QVr4LIvCYt_Ywa8w_lXh3Qxby/view?usp=drivesdk
747.1,Cardiac congenital anomalies,congenital anomalies,68.05 ± 7.96,338/403874,54%,0,0,0,0,0,https://drive.google.com/file/d/1EjMc8v-qGWuy5W7KEhiWkaIfekcg5A_y/view?usp=drivesdk
747.11,Cardiac shunt/ heart septal defect,congenital anomalies,68.04 ± 7.97,830/404391,54%,24,1,4,0,1,https://drive.google.com/file/d/1-rme0Po6vwT6BUilli_IFBWzb7qDa9IO/view?usp=drivesdk
747.12,Valvular heart disease/ heart chambers,congenital anomalies,68.06 ± 7.96,468/404022,54%,0,0,0,0,0,https://drive.google.com/file/d/1Ac4bQxo3fBx1iNNwpVAukoIWXaqEEQGd/view?usp=drivesdk
747.13,Congenital anomalies of great vessels,congenital anomalies,68.07 ± 7.95,3844/407753,54%,5,1,9,72,21,https://drive.google.com/file/d/1AVMct_ajH_gucg4EgOxy14mhS1Ol7Cm0/view?usp=drivesdk
747.2,Congenital anomalies of peripheral vascular system,congenital anomalies,68.06 ± 7.96,231/403770,54%,0,0,0,0,0,https://drive.google.com/file/d/11d2_LKvMp0nCeOf-O6BRcZVerW_DEaDL/view?usp=drivesdk
749,Congenital anomalies of face and neck,congenital anomalies,68.11 ± 7.97,306/409141,54%,0,0,0,0,0,https://drive.google.com/file/d/1l3JV2Y6KjXi7SajhR0KRU0YFx83V6EWc/view?usp=drivesdk
750.13,Congenital anomalies of mouth/tongue,congenital anomalies,68.11 ± 7.96,327/406345,54%,0,0,0,0,0,https://drive.google.com/file/d/16OWO5HrmvRtFj74fQkzQArv7BV-izACY/view?usp=drivesdk
750.21,Congenital anomalies of intestine,congenital anomalies,68.11 ± 7.96,369/406404,54%,0,0,0,0,0,https://drive.google.com/file/d/1DhLMDfqSGxI5KhKPdyK-hjK1HEzZrlLh/view?usp=drivesdk
750.22,Congenital anomaly of gallbladder; bile ducts; liver; pancreas,congenital anomalies,68.11 ± 7.96,171/406188,54%,0,0,0,0,0,https://drive.google.com/file/d/1M-6nxN16zbXRdV-1QzJpYdhNR82S6Rh6/view?usp=drivesdk
751.11,Congenital anomalies of female genital organs,congenital anomalies,67.95 ± 7.95,542/220129,100%,0,0,0,0,0,https://drive.google.com/file/d/1xwDw6eRczTk3pu4IzFJOrdZlAirw_PbL/view?usp=drivesdk
751.12,Congenital anomalies of male genital organs,congenital anomalies,68.24 ± 8.04,270/186709,0%,0,0,0,0,0,https://drive.google.com/file/d/1Aeqdoa-Fd4usilg0uGaaQdwl7wOhDqea/view?usp=drivesdk
751.21,Cystic kidney disease,congenital anomalies,68.1 ± 7.96,548/406573,54%,0,0,0,0,0,https://drive.google.com/file/d/1pEcH_32yODeXWtcqa1x8vtmTAQkZuLdT/view?usp=drivesdk
751.22,Other specified congenital anomalies of kidney,congenital anomalies,68.1 ± 7.96,537/406589,54%,1,0,0,0,0,https://drive.google.com/file/d/1y8VUNYcPhdRjkmI5_hLTjb1D37RT74ae/view?usp=drivesdk
752.11,Spina bifida,congenital anomalies,68.11 ± 7.96,280/408724,54%,0,0,0,0,0,https://drive.google.com/file/d/1Be3MUw9igvrwlku0mk80tUl9UgpWNmnV/view?usp=drivesdk
754,Congenital musculoskeletal deformities of spine,congenital anomalies,68.12 ± 7.96,162/408105,54%,0,0,0,0,0,https://drive.google.com/file/d/1eUnOmJR5E5xqxqNgPLI-5xev6E1GS9uA/view?usp=drivesdk
755.1,Congenital deformities of feet,congenital anomalies,68.11 ± 7.96,319/408257,54%,0,0,0,0,0,https://drive.google.com/file/d/1Xw94Km2h07Az1k8wppXDuhGWMuDGcQ01/view?usp=drivesdk
756.5,Congenital osteodystrophies,congenital anomalies,68.12 ± 7.96,253/408210,54%,0,0,0,0,0,https://drive.google.com/file/d/1LqDKtbqc000_BIhQ4ZfDsRaIBfrpUX90/view?usp=drivesdk
759,Other and unspecified congenital anomalies,congenital anomalies,68.12 ± 7.96,184/408365,54%,1,0,0,0,0,https://drive.google.com/file/d/1COoLnyWvhehFztC6Eo8wyG4qPw_lUXJ6/view?usp=drivesdk
760,Back pain,symptoms,67.91 ± 8.13,10721/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1A0Jza9l5xDDhyft9cSBPFaI-1kvCLDFs/view?usp=drivesdk
761,Cervicalgia,symptoms,68.09 ± 7.98,1663/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1Qy775yiukH7DKCkfJk91fVm3-b8d1a88/view?usp=drivesdk
764,Sciatica,symptoms,68.08 ± 7.99,2621/407907,54%,0,0,0,0,0,https://drive.google.com/file/d/1RKjY0K69uipZdJAek5Q03Zv0w5lwjQxo/view?usp=drivesdk
765,Cervical radiculitis,symptoms,68.09 ± 7.97,784/405825,54%,0,0,0,0,0,https://drive.google.com/file/d/1ZlelSCvsrr5DNRguWGmUlVgChTbo8fZB/view?usp=drivesdk
766,Neuralgia; neuritis; and radiculitis NOS,symptoms,68.1 ± 7.96,602/405666,54%,0,0,0,0,0,https://drive.google.com/file/d/1EmzY0i30VKwm6w-cwXQT3FMO-iafyhMt/view?usp=drivesdk
770,Myalgia and myositis unspecified,symptoms,68.11 ± 7.96,317/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1NRfZkUwXCirfPQTDqp9VU8VItQpWbT3l/view?usp=drivesdk
771,Musculoskeletal symptoms referable to limbs,symptoms,68.08 ± 7.98,1094/407962,54%,0,0,0,0,0,https://drive.google.com/file/d/1c3AckrOauJolWfKUtv2bivDGBJRy_8b7/view?usp=drivesdk
771.1,Swelling of limb,symptoms,68.09 ± 7.98,1250/408148,54%,0,0,0,0,0,https://drive.google.com/file/d/1wANAx4sKgGdurHe5RK76z0I7D-Vzjdom/view?usp=drivesdk
772,Symptoms of the muscles,symptoms,68.11 ± 7.96,372/409238,54%,0,0,0,0,0,https://drive.google.com/file/d/1U9fgAzvVQyR91rB9Zsw68I3fRfGeEWNI/view?usp=drivesdk
773,Pain in limb,symptoms,68.07 ± 7.99,1822/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1BvUUiJdnxDKTke1vmnespFdVXLuLg8bM/view?usp=drivesdk
780,Hypothermia/Chills,symptoms,68.12 ± 7.96,433/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1Z1qAJS1mNQJaUQlX0rzkciw-_mghhFwF/view?usp=drivesdk
781,Symptoms involving nervous and musculoskeletal systems,symptoms,68.07 ± 8.0,3402/409285,54%,0,0,0,0,0,https://drive.google.com/file/d/1fi6ZfUfw8QYgaHnlYB5z0a7hfqidy0dP/view?usp=drivesdk
782.3,Edema,symptoms,68.08 ± 7.96,4097/408954,54%,1,0,0,0,0,https://drive.google.com/file/d/1IMjhku5joseqcIT14xp_jP48c0njEeK6/view?usp=drivesdk
782.6,Pallor and flushing,symptoms,68.07 ± 7.96,330/404605,54%,0,0,0,0,0,https://drive.google.com/file/d/1VVoXxXGrFwuiRQYRCBvT1_XL59gK3pku/view?usp=drivesdk
783,Fever of unknown origin,symptoms,68.02 ± 8.02,6132/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1DxcKhqoa4YHCA1SsOm8bW0OFDNlvYzPg/view?usp=drivesdk
785,Abdominal pain,symptoms,66.68 ± 9.16,52837/409289,54%,0,0,2,0,1,https://drive.google.com/file/d/1Pk-rNfRuuEaAx_s6s9GSCktC8iQd3bs1/view?usp=drivesdk
788,Syncope and collapse,symptoms,67.86 ± 8.07,14541/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1ZK015vV-_ITroh9TcllTm-TuCkDGzVAK/view?usp=drivesdk
789,Nausea and vomiting,symptoms,67.8 ± 8.18,18354/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1UxYIf8ClHWU06OCO4aErHUCZgO0e7GPU/view?usp=drivesdk
790,Nonspecific findings on examination of blood,symptoms,67.99 ± 7.97,430/396563,55%,0,0,0,0,0,https://drive.google.com/file/d/1uMQGT6SyjtDBoUyePZrLaNd_XQY4IPy9/view?usp=drivesdk
790.6,Other abnormal blood chemistry,symptoms,67.94 ± 7.97,11829/408770,54%,0,0,1,32,0,https://drive.google.com/file/d/1C6vVnrSJbZAVUPPFv8M9N1rfT-qen7c2/view?usp=drivesdk
791,Gangrene,symptoms,68.11 ± 7.96,1192/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1mmpnVTSum_xJOyo2xZfsItWWwMLt1mfD/view?usp=drivesdk
793,Nonspecific abnormal findings on radiological and other examination of musculoskeletal system,symptoms,68.11 ± 7.96,268/408002,54%,0,0,0,0,1,https://drive.google.com/file/d/14Yp5EYTYYcJ6WIt4BY_7Zr5x_VwjilUv/view?usp=drivesdk
793.2,Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram; etc),symptoms,68.1 ± 7.96,1162/409002,54%,0,0,0,0,0,https://drive.google.com/file/d/1RjWnGYtHk-BWXgbQeC_c2kHdQoVXJQV_/view?usp=drivesdk
797.1,Cardiogenic shock,symptoms,68.12 ± 7.96,225/409157,54%,0,0,0,0,0,https://drive.google.com/file/d/1843lZLSpkrzmLMwh1lKXsWh-zGzXoBiB/view?usp=drivesdk
798,Malaise and fatigue,symptoms,68.05 ± 8.01,5467/408394,54%,0,0,0,0,0,https://drive.google.com/file/d/1d8-y6FdZIkT6KetyLLPFGVCYW5Al7iMR/view?usp=drivesdk
798.1,Chronic fatigue syndrome,symptoms,68.07 ± 7.97,961/403156,54%,0,0,0,0,1,https://drive.google.com/file/d/167ZKo34WPmUknCCQwiMM5nnPIySURwJZ/view?usp=drivesdk
800,Fracture of lower limb,injuries & poisonings,68.07 ± 8.01,740/404655,54%,0,0,0,0,0,https://drive.google.com/file/d/1ZcG50Q5VVEwC953WZAh6Ou6QnfG26hKF/view?usp=drivesdk
800.1,Fracture of neck of femur,injuries & poisonings,68.1 ± 7.96,361/404309,54%,0,0,0,0,0,https://drive.google.com/file/d/1cBiqmVeigKV93PidMhlXOca4HyPLi5eG/view?usp=drivesdk
800.3,Fracture of tibia and fibula,injuries & poisonings,68.08 ± 7.99,552/404471,54%,0,0,0,0,0,https://drive.google.com/file/d/1FDnkXz-buJ-84lfe0GrjjqCnQ74vJy0Q/view?usp=drivesdk
800.4,Fracture of patella,injuries & poisonings,68.1 ± 7.97,207/404122,54%,0,0,0,0,0,https://drive.google.com/file/d/1X24ysSQeUeuEaIndS7nnCN-vRHxIvEBD/view?usp=drivesdk
801,Fracture of ankle and foot,injuries & poisonings,68.08 ± 7.99,562/404478,54%,0,0,0,0,0,https://drive.google.com/file/d/1OgNNaXjTWTL1sz8HHSuuZSGPSZeV13b8/view?usp=drivesdk
803,Fracture of upper limb,injuries & poisonings,68.08 ± 7.99,480/404397,54%,0,0,0,0,0,https://drive.google.com/file/d/16eR1mudQ3cSO-qo00MSa7CXcGhoP6I1i/view?usp=drivesdk
803.1,Fracture of humerus,injuries & poisonings,68.1 ± 7.97,326/404247,54%,0,0,0,0,0,https://drive.google.com/file/d/1CW1Rv8JxlW1W-qizybKb_zKHKFnZ4l2Y/view?usp=drivesdk
803.2,Fracture of radius and ulna,injuries & poisonings,68.07 ± 8.0,1015/404934,54%,0,0,0,0,0,https://drive.google.com/file/d/1HW1eBlnpiEfQ9W5G95ktz-CnFM-HpNsn/view?usp=drivesdk
803.3,Fracture of clavicle or scapula,injuries & poisonings,68.09 ± 7.97,357/404280,54%,0,0,0,0,0,https://drive.google.com/file/d/1mOY8NX1SzdaaSWJDS-IkB1VWKqO7ZilP/view?usp=drivesdk
804,Fracture of hand or wrist,injuries & poisonings,68.07 ± 8.0,724/404642,54%,0,0,0,0,0,https://drive.google.com/file/d/1FPXCd2E9ot3DxuocZyrarqzu81RBBjXe/view?usp=drivesdk
805,Fracture of vertebral column without mention of spinal cord injury,injuries & poisonings,68.09 ± 7.97,518/404457,54%,0,0,0,0,0,https://drive.google.com/file/d/1X_G1KUPCbVcdwAtTuMzLmW8bMy_HAt_Q/view?usp=drivesdk
807,Fracture of ribs,injuries & poisonings,68.09 ± 7.97,409/404335,54%,0,0,0,0,0,https://drive.google.com/file/d/1Qt2_LsalnCHSVSlmWwTj0LRh5Cm0KkKS/view?usp=drivesdk
809,Fracture of unspecified bones,injuries & poisonings,68.09 ± 7.98,309/404225,54%,0,0,0,0,0,https://drive.google.com/file/d/1ze0A18GQGIJxrhfSJA-p4Sj_OX_adM8U/view?usp=drivesdk
818,Intracranial hemorrhage (injury),injuries & poisonings,68.12 ± 7.96,261/407446,54%,0,0,0,0,0,https://drive.google.com/file/d/1du2jKW2KXcepSRKZfmz4_3Jf6-e5_Ohx/view?usp=drivesdk
819,Skull and face fracture and other intercranial injury,injuries & poisonings,68.04 ± 8.09,1787/408996,54%,0,0,0,0,0,https://drive.google.com/file/d/1380CbQv-8pju5HauHF_bet26TifKbvVY/view?usp=drivesdk
830,Dislocation,injuries & poisonings,68.05 ± 8.05,2636/404296,54%,0,0,0,0,0,https://drive.google.com/file/d/1ydRn_oiOymboxe3UptjXWPXjV4LJjdCa/view?usp=drivesdk
835,Internal derangement of knee,injuries & poisonings,67.97 ± 8.12,4844/406442,54%,0,0,0,0,0,https://drive.google.com/file/d/17fiHT5JyO94P3bCTBnNF-Mw5dQmhbR6a/view?usp=drivesdk
836,Traumatic arthropathy,injuries & poisonings,68.12 ± 7.96,320/401889,54%,0,0,0,0,1,https://drive.google.com/file/d/1tHcOWCAwibQfoS5ZSP77ycnpcsxcdOum/view?usp=drivesdk
840,Sprains and strains,injuries & poisonings,68.1 ± 7.99,576/409205,54%,0,0,0,0,0,https://drive.google.com/file/d/19joOz6PYVGTRgWLoqWFz001Cc4zKhnGH/view?usp=drivesdk
840.3,Joint/ligament sprain,injuries & poisonings,68.11 ± 7.97,266/408890,54%,0,0,0,0,0,https://drive.google.com/file/d/1Q0c87GOb3WiwzIwvHf3pzF-oXePDNHAU/view?usp=drivesdk
850,Hemorrhage or hematoma complicating a procedure,injuries & poisonings,67.81 ± 8.08,7757/389772,54%,0,0,0,0,0,https://drive.google.com/file/d/1FZPofDQmB2pwxkHGsbOvmiwoiUzZJbOc/view?usp=drivesdk
851,Complications of transplants and reattached limbs,injuries & poisonings,67.85 ± 8.01,9747/391890,54%,0,0,0,0,0,https://drive.google.com/file/d/1pF10xCE9vKK_314yh09govUzIJHqc4iG/view?usp=drivesdk
853,Complication of colostomy or enterostomy,injuries & poisonings,67.93 ± 7.97,823/382534,54%,0,0,0,0,0,https://drive.google.com/file/d/1hM8295S6_nqVrOdNeG1SbL6gHQHFHwHA/view?usp=drivesdk
854,Complications of cardiac/vascular device; implant; and graft,injuries & poisonings,67.9 ± 7.99,4040/385966,54%,2,1,1,47,6,https://drive.google.com/file/d/1CfJHTpJT5JnsTM4ruVKLdGvU860pdEhm/view?usp=drivesdk
857,Mechanical complication of unspecified genitourinary device; implant; and graft,injuries & poisonings,67.92 ± 7.98,2343/384245,54%,0,0,0,0,1,https://drive.google.com/file/d/1bEEO7oMJmniKstQioEsBFMWjG0TDGCso/view?usp=drivesdk
858,Complication of internal orthopedic device,injuries & poisonings,67.88 ± 8.0,5542/387453,54%,0,0,0,0,0,https://drive.google.com/file/d/1p2VyN2PQ3LqKLiyMaR1Y3-jBv248RuS3/view?usp=drivesdk
859,Complication due to other implant and internal device,injuries & poisonings,67.88 ± 8.0,4989/386882,54%,0,0,0,0,0,https://drive.google.com/file/d/1JtGik21RaaczWGGyRm2v6R9pJ04RrtYD/view?usp=drivesdk
860,Bone marrow or stem cell transplant,neoplasms,68.11 ± 7.96,669/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1uaZfedXglD1y2ZsmVyDwuzqr4q0RlGn3/view?usp=drivesdk
870,Open wounds of head; neck; and trunk,injuries & poisonings,68.07 ± 7.98,419/396064,55%,0,0,0,0,0,https://drive.google.com/file/d/1-T2zrLqMGf5sZ8WoQGuEAc5jdSPQyzC3/view?usp=drivesdk
870.1,Open wound or laceration of eye or eyelid,injuries & poisonings,68.08 ± 7.96,888/396604,55%,0,0,0,0,0,https://drive.google.com/file/d/143BXJF81SEQpTM16ApMtedTWF5oJCjWf/view?usp=drivesdk
870.2,Open wound of ear,injuries & poisonings,68.08 ± 7.95,262/395907,55%,0,0,0,0,0,https://drive.google.com/file/d/17VZkyc-E6g5amF4Bcyd0gpnDG4FS-V6r/view?usp=drivesdk
870.3,Other open wound of head and face,injuries & poisonings,68.03 ± 8.02,4861/400961,54%,0,0,0,0,0,https://drive.google.com/file/d/1sludT_5PEjlDYayU5nwLuzV38hNzGAt9/view?usp=drivesdk
870.4,Open wound of nose and sinus,injuries & poisonings,68.09 ± 7.95,405/396081,55%,0,0,0,0,0,https://drive.google.com/file/d/1S_4FDW9DdO2BmEgYbBfABvpEUIDCe-0p/view?usp=drivesdk
870.5,Open wound of lip and mouth,injuries & poisonings,68.08 ± 7.96,621/396310,55%,0,0,0,0,0,https://drive.google.com/file/d/1mwWDd1_IYnH8nDJ72n0VtMA3pEz29A1t/view?usp=drivesdk
870.6,Open wound of neck,injuries & poisonings,68.09 ± 7.95,188/395829,55%,0,0,0,0,1,https://drive.google.com/file/d/1X3ihzZ34Rt9cQakv0v9y3fuLyqZTwWNp/view?usp=drivesdk
871,Open wounds of extremities,injuries & poisonings,67.93 ± 8.12,6298/402320,54%,0,0,0,0,0,https://drive.google.com/file/d/137W-dJpFbLaXJjv7pTh6jufFNOV7wwQr/view?usp=drivesdk
871.3,Open wound of foot except toe(s) alone,injuries & poisonings,68.08 ± 7.95,248/395890,55%,0,0,0,0,0,https://drive.google.com/file/d/1w_VoOzdHcOoZufXe8SP2WK6LJdcla_JH/view?usp=drivesdk
872,Traumatic amputation,injuries & poisonings,68.07 ± 7.96,598/396246,55%,0,0,0,0,0,https://drive.google.com/file/d/1wE9UOawmMYCZWzT1vNeageiRfUQwCz07/view?usp=drivesdk
874,Complication of amputation stump,injuries & poisonings,68.09 ± 7.95,237/395876,55%,0,0,0,0,0,https://drive.google.com/file/d/1Y7YD10Tqr39JHr1N9QnKUVpb-SEgwEVt/view?usp=drivesdk
907,Injuries to the nervous system,injuries & poisonings,68.08 ± 8.0,1942/409132,54%,1,0,0,0,0,https://drive.google.com/file/d/1Z5jsTec29Zk_QbW4ED5lEGH4A1FLLQZ7/view?usp=drivesdk
915,Superficial injury without mention of infection,injuries & poisonings,67.98 ± 8.03,7849/407172,54%,0,0,0,0,0,https://drive.google.com/file/d/1eVvB_F7UQi123xP2frvOl3X-WJ-P0CI7/view?usp=drivesdk
916,Contusion,injuries & poisonings,68.07 ± 8.0,2743/409289,54%,0,0,0,0,0,https://drive.google.com/file/d/1awO8QPwdpwp9c1FKY3R3XLlgI6JoEiv5/view?usp=drivesdk
930,Allergic reaction to food,injuries & poisonings,68.08 ± 7.96,228/401443,54%,0,0,0,0,0,https://drive.google.com/file/d/1L-emQ2H3qo8lGge9qzpBSefeuuQTjk3E/view?usp=drivesdk
938.2,Chronic dermatitis due to solar radiation,dermatologic,68.08 ± 7.96,408/401634,54%,0,0,0,0,0,https://drive.google.com/file/d/1r0jnjY6awa_D7FNn_mtFCjmqWNgNoNIN/view?usp=drivesdk
939,Atopic/contact dermatitis due to other or unspecified,dermatologic,68.04 ± 8.0,4447/406191,54%,3,0,0,0,2,https://drive.google.com/file/d/13QgNykUn1lDRtm1MAIABtER45Jn3B8v8/view?usp=drivesdk
941,Adverse reaction to serum or vaccine,injuries & poisonings,68.08 ± 7.96,443/401701,54%,0,0,0,0,0,https://drive.google.com/file/d/1MH5NKU_8G3VmxLKJPJYLyBnBi9XaYIVP/view?usp=drivesdk
946,Anaphylactic shock NOS,injuries & poisonings,68.07 ± 7.97,774/402006,54%,0,0,0,0,0,https://drive.google.com/file/d/1AI7j_glLHcTVZFSEdr9u8P_W4qu4_xdi/view?usp=drivesdk
947,Urticaria,dermatologic,68.07 ± 7.97,910/402162,54%,0,0,0,0,0,https://drive.google.com/file/d/19DujulnIwcvNeKJfjc9AxmSO_P8-4pK-/view?usp=drivesdk
949,Allergies; other,injuries & poisonings,68.07 ± 7.97,584/401824,54%,0,0,0,0,0,https://drive.google.com/file/d/1U1UZ50raJck008F9JvXCUu-SILzh4nFg/view?usp=drivesdk
957,Injury to other and unspecified nerves,injuries & poisonings,68.11 ± 7.96,570/409126,54%,1,0,0,0,1,https://drive.google.com/file/d/1gWMbmsfb_lnsG_qG8cPzerMcHRHRkJMg/view?usp=drivesdk
958,Certain early complications of trauma or procedure,injuries & poisonings,68.1 ± 7.97,580/409025,54%,0,0,0,0,0,https://drive.google.com/file/d/1xho6j1Jr7d4fZI_DCrVm3HZFygCD2Ysu/view?usp=drivesdk
960,Poisoning by antibiotics,injuries & poisonings,67.91 ± 8.02,7244/371553,53%,0,0,0,0,0,https://drive.google.com/file/d/1jm_S4rtlkejCcPxGMufCy1rtXyIR3Z4G/view?usp=drivesdk
960.2,Allergy/adverse effect of penicillin,injuries & poisonings,67.57 ± 8.26,25101/389904,53%,1,1,0,0,6,https://drive.google.com/file/d/1MayqRqzYAkRAGGw9W5QM9TR3SYYoMh_k/view?usp=drivesdk
961,Poisoning by other anti-infectives,injuries & poisonings,67.97 ± 7.96,706/364301,53%,0,0,0,0,0,https://drive.google.com/file/d/1sf-rUBR-Y1EyVL2SWTOkcgkiOymardzJ/view?usp=drivesdk
961.1,Poisoning/allergy of sulfonamides,injuries & poisonings,67.95 ± 7.97,1329/364950,53%,0,0,0,0,0,https://drive.google.com/file/d/1m1-5owxjFmrVlzCD8_MRJ3bzVcgsGmI4/view?usp=drivesdk
962,Poisoning by hormones and synthetic substitutes,injuries & poisonings,67.97 ± 7.96,221/363765,53%,0,0,0,0,0,https://drive.google.com/file/d/1HeLHXiXD_oQp52opMaywkZM9o08Zdyek/view?usp=drivesdk
962.3,Hormones and synthetic substitutes causing adverse effects in therapeutic use,injuries & poisonings,67.97 ± 7.96,608/364194,53%,0,0,0,0,0,https://drive.google.com/file/d/1d-ARb0EcbsHgstN8AUp16oISuMif7wcJ/view?usp=drivesdk
963,Poisoning by primarily systemic agents,injuries & poisonings,67.97 ± 7.97,249/363794,53%,0,0,0,0,0,https://drive.google.com/file/d/1HB8NI0I1_rekYUNoI0He_KZQ2ZpQ3kHd/view?usp=drivesdk
964.1,Anticoagulants causing adverse effects,injuries & poisonings,67.98 ± 7.96,531/364108,53%,0,0,0,0,0,https://drive.google.com/file/d/1salOTKcDhvd6RlFyL5LZXv0WLJ4P2gv9/view?usp=drivesdk
965,Poisoning by analgesics; antipyretics; and antirheumatics,injuries & poisonings,67.82 ± 8.13,10127/374350,53%,0,0,0,0,0,https://drive.google.com/file/d/1RciNcycGJ2JN7BtolcAK6xPMnbhNKRYm/view?usp=drivesdk
965.1,Opiates and related narcotics causing adverse effects in therapeutic use,injuries & poisonings,67.97 ± 7.97,3318/367305,53%,0,0,0,0,0,https://drive.google.com/file/d/14Nh9vZ9asKlXCXKFSZEd-VV9wKCD7OeZ/view?usp=drivesdk
965.3,Salicylates causing adverse effects in therapeutic use,injuries & poisonings,67.96 ± 7.98,509/364052,53%,0,0,0,0,0,https://drive.google.com/file/d/1MGgSfu1MgrPW9R-LxfnUAr2YEwKmtDTT/view?usp=drivesdk
966,Poisoning by anticonvulsants and anti-Parkinsonism drugs,injuries & poisonings,67.95 ± 7.99,655/364233,53%,0,0,0,0,0,https://drive.google.com/file/d/1UCbgJOXk8mbRrbtsqncr7l2X9bqDnHKQ/view?usp=drivesdk
967,Adverse effects of sedatives or other central nervous system depressants and anesthetics,injuries & poisonings,67.96 ± 7.97,792/364368,53%,0,0,0,0,1,https://drive.google.com/file/d/1NWVmkuMeQmvTNqQQcqu7KyM2_iJrQIew/view?usp=drivesdk
